Cruise_moc_net,Cruise,year,month,day,D_N,tow,net,ID,station,Latitude,Longitude,yrday_local,hhmm,flow,vol_filt,min_press,max_press,temp,sal,max depth,min depth,CTD used,avg. t,avg sal,avg fluor,max fluor,avg o2,avg PAR,DIC(umol/kg),TA_final(umolkg-1),Si_um/kg ,pH_corr(2),PO4_um/kg,NO2+NO3 (um/kg),uM NH4
NH1208_m15_n4,NH1208,2012,9,8,D,15,4,15.04,21,40.0545,-135.0094,252.444711,1040.384,216,1248.4,201.3,400.3,7.1913422818792,33.9187449664429,400,200,2134,7.30065820895523,33.9375223880597,0.124039800995025,0.124039800995025,157.91315920398,1.32383084577115,2180.425,2273.65,37.41,7.5668375,,,
NH1208_m15_n5,NH1208,2012,9,8,D,15,5,15.05,21,40.0645,-135.0132,252.458553,1100.316,174,958.2,99.2,201.3,8.88590000000001,33.5212954545455,200,100,2134,9.23691683168317,33.4466346534653,0.163512871287129,0.163512871287129,227.025306930693,2.41188118811881,2078.5,2227.025,10.578,7.7398375,,,
NH1208_m15_n6,NH1208,2012,9,8,D,15,6,15.06,21,40.0723,-135.0155,252.468773,1115.033,107,559.1,52.6,99.4,11.6956904761905,33.0302380952381,100,50,2134,12.0201568627451,33.045468627451,0.633196078431372,0.633196078431372,273.483254901961,44.8711764705882,2013.06666666667,2209.7,2.064,7.8602,,,
NH1208_m15_n7,NH1208,2012,9,8,D,15,7,15.07,21,40.0768,-135.0168,252.47463,1123.467,111,586.6,26.2,52.3,15.4860074074074,33.0232962962963,50,25,2134,16.7281576923077,33.1257423076923,0.2636,0.2636,256.398115384615,313.653846153846,1991.75,2215.9,1.548,7.9194,,,
NH1208_m15_n8,NH1208,2012,9,8,D,15,8,15.08,21,40.0818,-135.0184,252.480903,1132.5,63,335,0.8,26.3,18.3907733333333,33.1189866666667,25,0,2134,18.5362454545455,33.1567681818182,0.168209090909091,0.168209090909091,236.537863636364,979.090909090909,1992.95,2218.4,1.548,7.9246,,,
NH1208_m15_n9,NH1208,2012,9,8,D,15,9,15.09,21,40.0847,-135.0193,252.484387,1137.517,4,18,-0.2,1.8,18.3982857142857,33.1118571428571,0,0,2134,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,1995.5,2215.4,1.032,7.9208,,,
NH1208_m16_n0,NH1208,2012,9,8,N,16,0,16,23,39.9834,-135.0297,252.819769,1940.467,374,2700.9,4.4,1015.5,7.38002898550725,33.8448093645485,1000,0,2134,6.50406188565697,33.9588394182548,0.173359679037111,0.173359679037111,97.5052316950854,32.9014042126379,2141.16666666667,2260.80666666667,26.0064,7.65112,,,
NH1208_m16_n1,NH1208,2012,9,8,N,16,1,16.01,23,40.01,-135.0436,252.861701,2040.849,158,949.4,800.4,1000.5,3.71809756097561,34.3125609756097,1000,800,2134,3.75094776119403,34.3259731343284,0.153924875621891,0.153924875621891,10.4855572139303,1.71517412935323,2358.55,2359.3,75.336,7.31305,,,
NH1208_m16_n2,NH1208,2012,9,8,N,16,2,16.02,23,40.017,-135.0462,252.873137,2057.317,180,1032.6,600.4,798.9,4.34878988326848,34.186653696498,800,600,2134,4.37790497512438,34.1999,0.150621890547264,0.150621890547264,19.390144278607,1.67094527363184,2314.8,2322.05,67.596,7.3195,,,
NH1208_m16_n3,NH1208,2012,9,8,N,16,3,16.03,23,40.025,-135.0495,252.885069,2114.499,202,1098.5,399.7,599.7,5.28264772727273,34.0135303030303,600,400,2134,5.28104179104478,34.0456711442786,0.143439303482587,0.143439303482587,58.8913830845771,1.52995024875622,2265.06666666667,2294.16666666667,51.944,7.36816666666667,,,
NH1208_m16_n4,NH1208,2012,9,8,N,16,4,16.04,23,40.0341,-135.0533,252.897338,2132.167,256,1400.7,199.7,399.3,7.26688753799393,33.9187325227964,400,200,2134,7.30065820895523,33.9375223880597,0.124039800995025,0.124039800995025,157.91315920398,1.32383084577115,2173.625,2264.15,23.994,7.588475,,,
NH1208_m16_n5,NH1208,2012,9,8,N,16,5,16.05,23,40.0455,-135.0578,252.912627,2154.183,177,935.3,98.5,199.5,8.96590995260663,33.4612748815166,200,100,2134,9.23691683168317,33.4466346534653,0.163512871287129,0.163512871287129,227.025306930693,2.41188118811881,2066.425,2225.575,7.224,7.78645,,,
NH1208_m16_n6,NH1208,2012,9,8,N,16,6,16.06,23,40.0527,-135.061,252.922431,2208.301,95,499.2,50.6,97.8,12.0110625,33.0046785714286,100,50,2134,12.0201568627451,33.045468627451,0.633196078431372,0.633196078431372,273.483254901961,44.8711764705882,2009.63333333333,2214.7,2.064,7.8933,,,
NH1208_m16_n7,NH1208,2012,9,8,N,16,7,16.07,23,40.0564,-135.0629,252.927639,2215.8,69,375.9,25.8,50.2,17.1525747126437,33.0609540229885,50,25,2134,16.7281576923077,33.1257423076923,0.2636,0.2636,256.398115384615,313.653846153846,1995,2220.4,2.064,7.92345,,,
NH1208_m16_n8,NH1208,2012,9,8,N,16,8,16.08,23,40.0593,-135.0647,252.931678,2221.616,73,403.3,0.1,25.7,18.3501789473684,33.0620421052631,25,0,2134,18.5362454545455,33.1567681818182,0.168209090909091,0.168209090909091,236.537863636364,979.090909090909,2001.35,2227.25,1.548,7.92265,,,
NH1208_m16_n9,NH1208,2012,9,8,N,16,9,16.09,23,40.0626,-135.0668,252.936088,2227.967,0,0,-0.3,0.8,17.2726666666667,5.93033333333333,0,0,2134,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2000.9,2229.9,1.032,7.9229,,,
NH1208_m17_n0,NH1208,2012,9,9,D,17,0,17,24,38.7115,-135.0097,253.56456,1332.966,469,3384,3.3,1012.2,7.70542010050251,33.8944703517588,1000,0,2439,6.83366850551655,33.9675182547642,0.169892076228686,0.169892076228686,108.209883650953,32.4156369107322,2147.51875,2263.54333333333,32.8176,7.66667666666667,,,
NH1208_m17_n1,NH1208,2012,9,9,D,17,1,17.01,24,38.6777,-135.0068,253.611042,1439.9,219,1217.2,801.4,1001,3.74384590163935,34.2970852459016,1000,800,2439,3.74528358208955,34.3114910447761,0.15379552238806,0.15379552238806,10.9010796019901,1.74945273631841,2356.35,2343.3,103.2,7.290525,,,
NH1208_m17_n2,NH1208,2012,9,9,D,17,2,17.02,24,38.6674,-135.0059,253.625208,1500.3,218,1194.7,601,801.2,4.31386458333333,34.1508819444444,800,600,2439,4.30990597014926,34.1691094527363,0.148251741293532,0.148251741293532,24.4535572139303,1.6963184079602,2322.73333333333,2331.4,90.3,7.303,,,
NH1208_m17_n3,NH1208,2012,9,9,D,17,3,17.03,24,38.6574,-135.005,253.638588,1519.567,263,1421.6,400.2,600.3,5.32078654970761,33.9789122807018,600,400,2439,5.3064671641791,34.0006880597015,0.138081094527363,0.138081094527363,79.5194776119403,1.53646766169154,2256.23333333333,2303.53333333333,66.392,7.40803333333333,,,
NH1208_m17_n4,NH1208,2012,9,9,D,17,4,17.04,24,38.6458,-135.0046,253.654479,1542.45,219,1202.3,200.7,399.9,7.86984320557491,33.9278327526132,400,200,2439,7.96951940298508,33.9476482587065,0.113392039800995,0.113392039800995,182.874592039801,1.34502487562189,2155.875,2266.3125,27.348,7.640825,,,
NH1208_m17_n5,NH1208,2012,9,9,D,17,5,17.05,24,38.6364,-135.0049,253.667813,1601.651,133,740.5,101.7,199.6,10.1053832335329,33.482377245509,200,100,2439,10.2903336633663,33.4993227722772,0.187978217821782,0.187978217821782,236.485554455446,2.61871287128713,2062.375,2231.7125,7.74,7.796825,,,
NH1208_m17_n6,NH1208,2012,9,9,D,17,6,17.06,24,38.6305,-135.0056,253.675579,1612.834,97,536.2,50.9,100.7,13.0545333333333,33.3030083333333,100,50,2439,13.2906823529412,33.3023254901961,0.595035294117647,0.595035294117647,268.790196078431,62.0727450980392,2008.46666666667,2221.93333333333,2.408,7.90263333333333,,,
NH1208_m17_n7,NH1208,2012,9,9,D,17,7,17.07,24,38.6261,-135.0059,253.681157,1620.866,47,251.2,24.8,50.8,16.8571034482759,33.2370344827586,50,25,2439,17.6288,33.2871038461538,0.256561538461538,0.256561538461538,249.785653846154,373.769230769231,1999.95,2225.55,2.064,7.9237,,,
NH1208_m17_n8,NH1208,2012,9,9,D,17,8,17.08,24,38.6238,-135.0061,253.683843,1624.734,59,311.4,0.1,24.7,19.1112028985507,33.2591884057971,25,0,2439,19.1425454545455,33.2773318181818,0.1687,0.1687,233.118090909091,848,2000.25,2230.7,2.064,7.9232,,,
NH1208_m17_n9,NH1208,2012,9,9,D,17,9,17.09,24,38.6212,-135.0063,253.687049,1629.351,2,11.8,-0.7,0.4,18.7401428571429,22.7054285714286,0,0,2439,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,1997.9,2227.6,2.064,7.9254,,,
NH1208_m18_n0,NH1208,2012,9,9,N,18,0,18,24,38.6237,-135.0626,253.901285,2137.85,413,3072,3.3,1012.3,7.69626315789474,33.9057290033595,1000,0,2439,6.83366850551655,33.9675182547642,0.169892076228686,0.169892076228686,108.209883650953,32.4156369107322,2147.51875,2263.54333333333,32.8176,7.66667666666667,,,
NH1208_m18_n1,NH1208,2012,9,9,N,18,1,18.01,24,38.5932,-135.0469,253.943345,2238.417,234,1294.4,799.8,1001,3.67859119496856,34.3032452830189,1000,800,2439,3.74528358208955,34.3114910447761,0.15379552238806,0.15379552238806,10.9010796019901,1.74945273631841,2356.35,2343.3,103.2,7.290525,,,
NH1208_m18_n2,NH1208,2012,9,9,N,18,2,18.02,24,38.5825,-135.042,253.958113,2259.683,198,992,600.2,799.2,4.31130341880342,34.146735042735,800,600,2439,4.30990597014926,34.1691094527363,0.148251741293532,0.148251741293532,24.4535572139303,1.6963184079602,2322.73333333333,2331.4,90.3,7.303,,,
NH1208_m18_n3,NH1208,2012,9,9,N,18,3,18.03,24,38.5737,-135.0383,253.968993,2315.35,235,1168.9,400.8,599,5.39990909090909,33.9679527272727,600,400,2439,5.3064671641791,34.0006880597015,0.138081094527363,0.138081094527363,79.5194776119403,1.53646766169154,2256.23333333333,2303.53333333333,66.392,7.40803333333333,,,
NH1208_m18_n4,NH1208,2012,9,9,N,18,4,18.04,24,38.5628,-135.0324,253.981759,2333.733,326,1556.7,203.2,400.4,7.83297759103642,33.9338487394959,400,200,2439,7.96951940298508,33.9476482587065,0.113392039800995,0.113392039800995,182.874592039801,1.34502487562189,2155.875,2266.3125,27.348,7.640825,,,
NH1208_m18_n5,NH1208,2012,9,9,N,18,5,18.05,24,38.5486,-135.0242,253.998357,2357.634,129,640.8,99.7,203.1,10.1921678321678,33.4780909090909,200,100,2439,10.2903336633663,33.4993227722772,0.187978217821782,0.187978217821782,236.485554455446,2.61871287128713,2062.375,2231.7125,7.74,7.796825,,,
NH1208_m18_n6,NH1208,2012,9,9,N,18,6,18.06,24,38.5429,-135.0211,254.005035,7.3,112,561.7,51.6,99.1,13.419380952381,33.2679761904762,100,50,2439,13.2906823529412,33.3023254901961,0.595035294117647,0.595035294117647,268.790196078431,62.0727450980392,2008.46666666667,2221.93333333333,2.408,7.90263333333333,,,
NH1208_m18_n7,NH1208,2012,9,9,N,18,7,18.07,24,38.5376,-135.0185,254.010891,15.68,67,363.6,25.7,51.5,18.0164578313253,33.317265060241,50,25,2439,17.6288,33.2871038461538,0.256561538461538,0.256561538461538,249.785653846154,373.769230769231,1999.95,2225.55,2.064,7.9237,,,
NH1208_m18_n8,NH1208,2012,9,9,N,18,8,18.08,24,38.5344,-135.017,254.014745,21.23,51,287.5,0.4,25.2,19.3344029850746,33.3857611940298,25,0,2439,19.1425454545455,33.2773318181818,0.1687,0.1687,233.118090909091,848,2000.25,2230.7,2.064,7.9232,,,
NH1208_m18_n9,NH1208,2012,9,9,N,18,9,18.09,24,38.5316,-135.0156,254.017859,25.72,1,6.8,-0.2,0.4,19.347,30.623,0,0,2439,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,1997.9,2227.6,2.064,7.9254,,,
NH1208_m19_n0,NH1208,2012,9,10,D,19,0,19,27,37.2594,-135.0084,254.565579,1334.434,601,3890.2,6.4,1011.7,7.87020452403393,33.9218812441094,1000,0,2745,6.74504018218623,33.9835893724696,0.166824898785425,0.166824898785425,109.09082388664,1.63623481781377,2149.59375,2275.7,37.6035,7.6479125,,,
NH1208_m19_n1,NH1208,2012,9,10,D,19,1,19.01,27,37.2198,-135.0374,254.614884,1445.433,372,1818.9,801.6,1000.9,3.69838374717832,34.3134559819412,1000,800,2745,3.6629631840796,34.3023527363184,0.164470646766169,0.164470646766169,10.8088507462687,1.88542288557214,2356.15,2365.4,107.844,7.29415,,,
NH1208_m19_n2,NH1208,2012,9,10,D,19,2,19.02,27,37.2058,-135.0503,254.635463,1515.067,295,1485.8,600.5,801.1,4.23427556818182,34.1436619318181,800,600,2745,4.29606467661692,34.1562975124378,0.133885572139303,0.133885572139303,28.3606815920398,1.85054726368159,2326.16666666667,2336.7,99.416,7.3055,,,
NH1208_m19_n3,NH1208,2012,9,10,D,19,3,19.03,27,37.1947,-135.061,254.651817,1538.616,294,1445.3,401.9,599.8,5.45127777777778,33.9654298245614,600,400,2745,5.36834179104477,33.9914810945274,0.136820895522388,0.136820895522388,85.6092039800995,1.71587064676617,2261.46666666667,2303,66.048,7.4083,,,
NH1208_m19_n4,NH1208,2012,9,10,D,19,4,19.04,27,37.1835,-135.072,254.667708,1601.5,298,1507.1,202.2,401.5,7.90860795454545,33.9461704545455,400,200,2745,8.08213731343284,33.9604243781095,0.116695024875622,0.116695024875622,183.230970149254,1.42298507462687,2155.95,2270.9,27.864,7.64275,,,
NH1208_m19_n5,NH1208,2012,9,10,D,19,5,19.05,27,37.1718,-135.0832,254.684062,1625.049,164,860.6,99,201.8,9.99561111111111,33.6490303030303,200,100,2745,10.4418415841584,33.5832861386138,0.204732673267327,0.204732673267327,235.721366336634,1.28188118811881,2070.425,2236.475,7.224,7.801975,,,
NH1208_m19_n6,NH1208,2012,9,10,D,19,6,19.06,27,37.1654,-135.0896,254.693264,1638.3,55,282.8,74.5,98.3,12.38825,33.3747638888889,100,75,2745,12.6489384615385,33.3226576923077,0.701807692307692,0.701807692307692,259.708961538462,1.28,2030.65,2230.1,2.58,7.8877,,,
NH1208_m19_n7,NH1208,2012,9,10,D,19,7,19.07,27,37.1631,-135.0919,254.696609,1643.117,49,278.7,52.7,74.2,13.6450476190476,33.4644603174603,75,50,2745,13.50955,33.2520384615385,0.385365384615385,0.385365384615385,275.562192307692,1.28,2007.85,2232.4,2.064,7.9212,,,
NH1208_m19_n8,NH1208,2012,9,10,D,19,8,19.08,27,37.1612,-135.0939,254.699537,1647.333,75,436.9,26.2,52.1,17.8207647058824,33.5233235294117,50,25,2745,17.4332384615385,33.4042615384615,0.199730769230769,0.199730769230769,254.178730769231,1.28,1998.85,2237.05,2.064,7.93425,,,
NH1208_m19_n9,NH1208,2012,9,10,D,19,9,19.09,27,37.1581,-135.097,254.704271,1654.15,89,524.6,1,26.4,20.0856910569106,33.5582682926829,25,0,2745,19.7398153846154,33.4946384615385,0.151,0.151,229.622923076923,1.31461538461538,1996.85,2240.8,2.064,7.9368,,,
NH1208_m19_n10,NH1208,2012,9,10,N,19,10,19.1,27,37.1545,-135.1007,254.71,1702.4,3,19.3,0.2,1.8,19.782,27.1795454545455,0,0,2745,19.7392,19.7392,19.7392,19.7392,19.7392,19.7392,1996.8,2241.2,2.064,7.9399,,,
NH1208_m20_n0,NH1208,2012,9,10,N,20,0,20,27,37.2279,-135.1305,254.915116,2157.767,553,3520.2,1.1,1013.2,9.21872822966508,33.7564114832536,1000,0,2744,6.80479555106168,34.007160768453,0.168194236602629,0.168194236602629,110.039100101112,23.6298887765418,2149.59375,2268.88666666667,33.2304,7.67110666666667,,,
NH1208_m20_n1,NH1208,2012,9,10,N,20,1,20.01,27,37.2674,-135.1099,254.966493,2311.75,305,1728.5,801.3,1001.6,3.67530995475113,34.2889819004524,1000,800,2744,3.65409253731343,34.3211368159204,0.1552407960199,0.1552407960199,11.3763432835821,1.72417910447761,2356.15,2345.55,106.812,7.29335,,,
NH1208_m20_n2,NH1208,2012,9,10,N,20,2,20.02,27,37.2814,-135.104,254.987037,2341.333,243,1361.5,599.6,800.6,4.25109565217392,34.1420231884058,800,600,2744,4.24842089552239,34.165739800995,0.14893631840796,0.14893631840796,28.6602537313433,1.62621890547264,2326.16666666667,2328.6,92.88,7.3141,,,
NH1208_m20_n3,NH1208,2012,9,10,N,20,3,20.03,27,37.2923,-135.1006,255.003067,4.4,200,1069.4,400.6,600,5.40999236641221,33.9670076335878,600,400,2744,5.41177263681592,33.9865880597015,0.136999004975124,0.136999004975124,90.7583084577114,1.46069651741294,2261.46666666667,2303,66.048,7.4083,,,
NH1208_m20_n4,NH1208,2012,9,10,N,20,4,20.04,27,37.3014,-135.0972,255.015243,21.95,315,1652.6,200.7,399.9,7.9885975,33.9381975000001,400,200,2744,7.97679850746269,33.9654149253731,0.115560199004975,0.115560199004975,182.234024875622,1.30208955223881,2155.95,2270.9,27.864,7.64275,,,
NH1208_m20_n5,NH1208,2012,9,10,N,20,5,20.05,27,37.3162,-135.0936,255.033831,48.72,207,1121,99.8,200.3,9.97792307692308,33.6009615384615,200,100,2744,10.3512504950495,33.6197059405941,0.197294059405941,0.197294059405941,237.843495049505,2.2829702970297,2070.425,2236.475,7.224,7.801975,,,
NH1208_m20_n6,NH1208,2012,9,10,N,20,6,20.06,27,37.3254,-135.0904,255.045914,106.12,126,695.8,52,99.6,12.8385,33.2896296296296,100,50,2744,13.7398529411765,33.4615529411765,0.565062745098039,0.565062745098039,268.054843137255,58.2596078431373,2020.7,2231.3,2.408,7.9034,,,
NH1208_m20_n7,NH1208,2012,9,10,N,20,7,20.07,27,37.3307,-135.0885,255.053438,116.95,51,305.4,25,51.9,17.1015135135135,33.4112027027027,50,25,2744,19.0658807692308,33.5882346153846,0.195134615384615,0.195134615384615,238.532461538462,391.576923076923,1998.85,2237.05,2.064,7.93425,,,
NH1208_m20_n8,NH1208,2012,9,10,N,20,8,20.08,27,37.3332,-135.0879,255.056875,121.9,72,456,0.9,24.9,19.7457889908257,33.486495412844,25,0,2744,20.1007857142857,33.5810214285714,0.161542857142857,0.161542857142857,228.116214285714,686.285714285714,1996.85,2240.8,2.064,7.9368,,,
NH1208_m20_n9,NH1208,2012,9,10,N,20,9,20.09,27,37.3367,-135.0865,255.061944,129.2,2,14.5,0.1,1.9,19.3334444444444,27.1564444444444,0,0,2744,20.097,20.097,20.097,20.097,20.097,20.097,1996.8,2241.2,2.064,7.9399,,,
NH1208_m21_n0,NH1208,2012,9,11,N,21,0,21,30,35.5851,-135.0034,255.997847,2356.9,521,3387,1.7,1014.8,9.09742246520875,33.8564343936381,1000,0,3048,7.29378815789473,33.9992348178138,0.163597368421052,0.163597368421052,94.897358299595,1.46509109311742,2145.284375,2264.08333333333,28.3456,7.66935,,,
NH1208_m21_n1,NH1208,2012,9,11,N,21,1,21.01,30,35.615,-134.9714,256.044618,104.25,337,1856,789.1,1000.2,4.0740498960499,34.3642931392931,1000,800,3048,4.08633034825871,34.3768830845771,0.153718407960199,0.153718407960199,12.8435124378109,1.67358208955224,2345.4,2348,91.332,7.30315,,,
NH1208_m21_n2,NH1208,2012,9,11,N,21,2,21.02,30,35.6245,-134.9523,256.066968,136.43,224,1147.9,601.2,789.6,4.71185614035088,34.221249122807,800,600,3048,4.69967164179104,34.2488512437811,0.152005472636816,0.152005472636816,16.7123084577114,1.60716417910448,2325.5,2333.05,92.364,7.30845,,,
NH1208_m21_n3,NH1208,2012,9,11,N,21,3,21.03,30,35.6311,-134.941,256.080208,155.5,329,1722.1,400.9,600.6,5.67613475177305,34.031328605201,600,400,3048,5.81794925373134,34.0674383084577,0.143140298507463,0.143140298507463,56.8506467661692,1.40562189054726,2251.65,2298.91666666667,51.944,7.42193333333333,,,
NH1208_m21_n4,NH1208,2012,9,11,N,21,4,21.04,30,35.6402,-134.9251,256.099861,223.8,277,1505.2,201.4,400.8,8.29316298342541,33.9004861878453,400,200,3048,8.15146865671642,33.8950815920398,0.118099502487562,0.118099502487562,154.499492537313,1.28303482587065,2147.975,2256.425,22.446,7.6336875,,,
NH1208_m21_n5,NH1208,2012,9,11,N,21,5,21.05,30,35.6498,-134.9138,256.116678,248.016,118,722.1,98.9,200.7,11.8638596491228,33.5376608187135,200,100,3048,11.8772752475248,33.391803960396,0.256154455445544,0.256154455445544,237.836920792079,1.28,2051.5,2228.45,5.934,7.813075,,,
NH1208_m21_n6,NH1208,2012,9,11,N,21,6,21.06,30,35.6543,-134.9099,256.12463,259.467,72,424.7,51.2,99,15.9067,33.70711,100,50,3048,14.8136411764706,33.276468627451,0.318517647058823,0.318517647058823,259.817176470588,1.28,2011.2,2227.2,1.376,7.90193333333333,,,
NH1208_m21_n7,NH1208,2012,9,11,N,21,7,21.07,30,35.6571,-134.9079,256.129271,306.15,49,288.2,25.5,50.9,19.106044117647,33.7173676470588,50,25,3048,18.9636192307692,33.4092384615385,0.188330769230769,0.188330769230769,238.309,1.27961538461539,2003,2232.5,1.548,7.925,,,
NH1208_m21_n8,NH1208,2012,9,11,N,21,8,21.08,30,35.6589,-134.9067,256.132431,310.701,87,510.5,1.2,25.4,20.3213559322034,33.5697542372881,25,0,3048,20.0756153846154,33.4459846153846,0.157869230769231,0.157869230769231,228.154230769231,2.26307692307692,2008.1,2240.4,2.064,7.9334,,,
NH1208_m21_n9,NH1208,2012,9,11,N,21,9,21.09,30,35.6622,-134.9041,256.137917,318.6,4,26.4,1.2,1.8,20.3271666666667,33.5746666666667,0,0,3048,20.0735,20.0735,20.0735,20.0735,20.0735,20.0735,2009.1,2241.3,2.064,7.934,,,
NH1208_m22_n0,NH1208,2012,9,12,D,22,0,22,30,35.6829,-134.9076,256.371748,855.317,666,4252.1,5.7,1012.3,8.45622120200334,33.9855951585978,1000,0,3049,7.43841454363089,34.0491553660982,0.162658776328987,0.162658776328987,100.194524573721,1.65803410230692,2145.284375,2264.08333333333,28.3456,7.66935,,,
NH1208_m22_n1,NH1208,2012,9,12,D,22,1,22.01,30,35.7316,-134.8835,256.427535,1015.65,349,1716.6,801.8,1000.1,4.18140284360189,34.3542298578199,1000,800,3049,4.12931442786069,34.383876119403,0.160406467661692,0.160406467661692,12.4822437810945,1.74980099502488,2345.4,2348,91.332,7.30315,,,
NH1208_m22_n2,NH1208,2012,9,12,D,22,2,22.02,30,35.746,-134.8717,256.447141,1043.883,300,1455.2,602.6,801.1,4.73486994219653,34.2040780346821,800,600,3049,4.73589850746269,34.2369850746269,0.168328358208955,0.168328358208955,17.2553283582089,1.73452736318408,2325.5,2333.05,92.364,7.30845,,,
NH1208_m22_n3,NH1208,2012,9,12,D,22,3,22.03,30,35.7589,-134.86,256.463218,1107.034,422,2135.5,400.6,602.5,5.47740704500979,34.0401859099804,600,400,3049,5.65232736318408,34.0501422885572,0.130752736318408,0.130752736318408,61.2880995024875,1.57592039800995,2251.65,2298.91666666667,51.944,7.42193333333333,,,
NH1208_m22_n4,NH1208,2012,9,12,D,22,4,22.04,30,35.7739,-134.8468,256.486968,1141.234,218,1353.4,201.2,399.5,8.02004956268222,33.9162011661808,400,200,3049,8.14012835820896,33.9275731343284,0.113642288557214,0.113642288557214,172.456900497512,1.34970149253731,2147.975,2256.425,22.446,7.6336875,,,
NH1208_m22_n5,NH1208,2012,9,12,D,22,5,22.05,30,35.7797,-134.8363,256.502905,1204.183,100,647.3,98.2,200.8,11.915675,33.50026875,200,100,3049,11.8773801980198,33.5943227722772,0.252338613861386,0.252338613861386,235.942405940594,1.28,2051.5,2228.45,5.934,7.813075,,,
NH1208_m22_n6,NH1208,2012,9,12,D,22,6,22.06,30,35.7828,-134.8316,256.510382,1214.95,74,500.2,53.2,97.3,14.886875,33.4641875,100,50,3049,15.7968607843137,33.7504568627451,0.282358823529412,0.282358823529412,254.181019607843,1.28,2011.2,2227.2,1.376,7.90193333333333,,,
NH1208_m22_n7,NH1208,2012,9,12,D,22,7,22.07,30,35.7852,-134.8283,256.516319,1223.499,1,6.6,52.4,52.7,17.344,33.669,50,50,3049,15.8073,33.359,0.2157,0.2157,257.927,1.28,1998.9,2225.5,1.032,7.9172,,,
NH1208_m22_n8,NH1208,2012,9,12,D,22,8,22.08,30,35.7853,-134.8282,256.516424,1223.651,44,333.3,24.7,51.3,19.3845730337079,33.715606741573,50,25,3049,18.6675846153846,33.6121692307692,0.190176923076923,0.190176923076923,241.904346153846,1.28,2003,2232.5,1.548,7.925,,,
NH1208_m22_n9,NH1208,2012,9,12,D,22,9,22.09,30,35.7868,-134.8258,256.520556,1229.601,40,288.4,0.7,24,20.3924444444444,33.6745694444444,25,0,3049,20.3952545454545,33.6136045454545,0.1525,0.1525,225.330090909091,6.67181818181818,2008.1,2240.4,2.064,7.9334,,,
NH1208_m22_n10,NH1208,2012,9,12,D,22,10,22.1,30,35.788,-134.8236,256.5239,1234.416,2,14.1,0.1,1.6,19.9803636363636,25.5049090909091,0,0,3049,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2009.1,2241.3,2.064,7.934,,,
NH1208_m23_n0,NH1208,2012,9,12,N,23,0,23,32,34.4969,-135.0013,256.951366,2249.967,372,2749.5,2.9,1053.5,8.41956950207469,33.8950435684647,1000,0,3253,7.33266830491475,33.9924736208626,0.159691574724173,0.159691574724173,95.6493931795386,1.59613841524573,2125.66,2264.07,28.552,7.6917,,,
NH1208_m23_n1,NH1208,2012,9,12,N,23,1,23.01,32,34.4778,-135.0304,256.996157,2354.466,224,1412.5,800.8,999.9,4.01926111111111,34.3393972222222,1000,800,3253,3.90960547263682,34.3589,0.153406965174129,0.153406965174129,12.1251243781095,1.74880597014925,2361.9,2362.9,114.552,7.30825,,,
NH1208_m23_n2,NH1208,2012,9,12,N,23,2,23.02,32,34.4684,-135.0425,257.012951,18.65,288,1593.7,601.3,799.8,4.62046842105263,34.2257078947369,800,600,3253,4.63585074626865,34.2418527363184,0.150680597014925,0.150680597014925,17.2869303482587,1.64746268656716,2345.3,2346.75,100.62,7.2978,,,
NH1208_m23_n3,NH1208,2012,9,12,N,23,3,23.03,32,34.459,-135.0555,257.030602,44.07,255,1425.8,400.9,600.4,5.7552005899705,34.0583480825959,600,400,3253,5.75783333333334,34.0676213930348,0.142855223880597,0.142855223880597,56.1611293532338,1.44029850746269,2221.85,2302.33333333333,52.976,7.42353333333333,,,
NH1208_m23_n4,NH1208,2012,9,12,N,23,4,23.04,32,34.4511,-135.0675,257.046354,106.75,254,1414.7,203.5,399.9,8.07279754601226,33.8808588957055,400,200,3253,8.04090895522389,33.905676119403,0.117013432835821,0.117013432835821,152.052855721393,1.28044776119403,2107.675,2246.225,9.804,7.709375,,,
NH1208_m23_n5,NH1208,2012,9,12,N,23,5,23.05,32,34.4431,-135.0794,257.061505,128.57,141,748,110.8,202.4,11.4671017964072,33.3835389221557,200,100,3253,12.0055861386139,33.3967772277228,0.246346534653465,0.246346534653465,239.763485148515,1.28,2042.05,2228.675,4.644,7.8263,,,
NH1208_m23_n6,NH1208,2012,9,12,N,23,6,23.06,32,34.4392,-135.086,257.069259,139.73,123,690.8,50.9,110.6,14.5710833333333,33.2859358974359,100,50,3253,14.7471392156863,33.2891411764706,0.289337254901961,0.289337254901961,260.485137254902,1.28,2007.73333333333,2227.8,1.72,7.90773333333333,,,
NH1208_m23_n7,NH1208,2012,9,12,N,23,7,23.07,32,34.4361,-135.0922,257.076505,150.17,78,467.9,25.3,50.9,18.7715514018692,33.3589065420561,50,25,3253,18.8160923076923,33.40485,0.168123076923077,0.168123076923077,238.889692307692,1.28,2007.45,2230.975,2.064,7.92085,,,
