Cruise_moc_net,Cruise,year,month,day,D_N,tow,net,ID,station,Latitude,Longitude,yrday_local,hhmm,flow,vol_filt,min_press,max_press,temp,sal,max depth,min depth,CTD used,avg. t,avg sal,avg fluor,max fluor,avg o2,avg PAR,DIC(umol/kg),TA_final(umolkg-1),Si_um/kg ,pH_corr(2),PO4_um/kg,NO2+NO3 (um/kg),uM NH4
OC473_m14_n9,OC473,2011,8,22,D,14,9,14.09,26,47.5764,-41.9995,235.485162,1138.633,3,21.7,0.2,1.1,17.4648333333333,34.8101666666667,0,0,2642,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2038.63367543438,2306.47739488213,1.76015546142519,7.98165225784299,0,0,0
OC473_m15_n0,OC473,2011,8,23,N,15,0,15,26,47.4902,-41.986,235.800868,1913.25,284,2076.4,0.8,1011.5,8.89023455497383,35.1263759162303,1000,0,2642,9.20649839518554,35.2723634904714,0.0742504513540621,0.0742504513540621,224.51653560682,4.7494268574069,2124.86668600632,2327.45249313521,6.39354475147395,7.84287682164064,0.447273669829267,9.91870832752552,0.027672343387471
OC473_m15_n1,OC473,2011,8,23,N,15,1,15.01,26,47.463,-41.9651,235.845266,2017.183,178,983.3,800.4,1001.3,4.68093818181818,34.9133090909091,1000,800,2642,4.81977860696518,34.9551323383085,0.0227328358208955,0.0227328358208955,247.555124378109,0.000000000001,2164.3811966691,2306.72342091828,11.4094396901387,7.71472615048776,0.963012294455821,16.5791371860286,0
OC473_m15_n2,OC473,2011,8,23,N,15,2,15.02,26,47.4518,-41.9648,235.858044,2035.583,223,1139.2,601.2,799.9,5.40194098360656,34.8810885245902,800,600,2642,6.14705024875622,34.9769194029851,0.0238686567164179,0.0238686567164179,206.952154228856,0.000000000001,2176.70590628616,2307.04008761481,12.6014230609997,7.69735350857484,0.984844891236764,18.0972915734443,0
OC473_m15_n3,OC473,2011,8,23,N,15,3,15.03,26,47.4393,-41.9651,235.872211,2055.984,225,1135.8,400.5,600.2,8.22608524590163,35.0195081967213,600,400,2642,9.83397960199005,35.2629353233831,0.0164482587064677,0.0164482587064677,205.080064676617,0.000000000001,2153.59801264376,2324.23909429901,9.00281362316882,7.78165691271552,0.665485944330575,14.3851675039846,0.147585831399845
OC473_m15_n4,OC473,2011,8,23,N,15,4,15.04,26,47.4267,-41.9661,235.886389,2116.4,185,980.4,201.6,399.7,11.2601312741313,35.4127451737451,400,200,2642,12.0607577114428,35.6058024875622,0.00999452736318408,0.00999452736318408,233.838666666667,0.00672724793106972,2127.40038070878,2338.58114981188,5.5096527208636,7.86200618354438,0.344625263792056,9.27825073753924,0
OC473_m15_n5,OC473,2011,8,23,N,15,5,15.05,26,47.4154,-41.9667,235.898426,2133.733,112,621.3,100.2,201.3,12.0313742331288,35.4268895705521,200,100,2642,12.4356831683168,35.6516930693069,0.015850495049505,0.015850495049505,231.493594059406,0.627171287128713,2126.788490715,2340.1288650098,4.9640635379451,7.8623897968624,0.331129740820699,9.30838735731076,0
OC473_m15_n6,OC473,2011,8,23,N,15,6,15.06,26,47.4078,-41.9675,235.905995,2144.633,56,304.6,50.2,100.1,12.7754683544304,35.4472658227848,100,50,2642,12.7779274509804,35.6282450980392,0.207590196078431,0.207590196078431,219.701333333333,6.00117647058824,2105.48785209905,2341.3506699485,3.66103634606897,7.90797020227452,0.194525073683181,6.01722907238922,0
OC473_m15_n7,OC473,2011,8,23,N,15,7,15.07,26,47.4044,-41.9675,235.909664,2149.916,36,190.6,25.6,49.6,14.0883333333333,34.9462352941176,50,25,2642,14.3437230769231,35.5888461538461,1.41161538461538,1.41161538461538,232.297538461538,34.8,2058.60887990671,2325.39556876596,1.84857069605155,7.98036795616356,0,0.641609979202421,0
OC473_m15_n8,OC473,2011,8,23,N,15,8,15.08,26,47.402,-41.9678,235.912037,2153.333,60,333.5,1,25.4,15.9556091954023,34.8362413793103,25,0,2642,16.8834454545455,35.0134090909091,0.595009090909091,0.595009090909091,236.711363636364,161.304545454545,2040.28339132805,2309.38112928549,1.60590047976169,7.98620230141998,0,0,0
OC473_m15_n9,OC473,2011,8,23,N,15,9,15.09,26,47.3981,-41.9677,235.916076,2159.149,4,23.8,-0.3,0.6,16.4085714285714,34.82,0,0,2642,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2038.63367543438,2306.47739488213,1.76015546142519,7.98165225784299,0,0,0
OC473_m16_n0,OC473,2011,8,25,N,16,0,16,31,49.9927,-41.9898,236.960116,2302.567,151,864.9,0.7,1012.3,6.53133115671642,34.6206669776121,1000,0,3048,8.46973249749248,35.2117007021063,0.0681433299899699,0.0681433299899699,221.482538615847,0.0689987527972792,2126.17032002973,2317.56423335651,7.21005982225549,7.82344420770186,0.499553615631757,10.8997117822482,0.614167295068715
OC473_m16_n1,OC473,2011,8,25,N,16,1,16.01,31,50.0246,-41.9105,237.012824,18.47,285,1241.6,801.4,1000.7,4.25024605678233,34.8899274447949,1000,800,3048,4.58878606965174,34.9549263681592,0.0211099502487562,0.0211099502487562,251.338895522388,0.000000000001,2158.02113304496,2300.88580274143,11.9667218343829,7.72191987695183,0.81858172509684,16.8628261582629,1.08393911075182
OC473_m16_n2,OC473,2011,8,25,N,16,2,16.02,31,50.0327,-41.8893,237.027558,39.68,246,992.9,600.8,800.4,4.72533333333334,34.9174325396826,800,600,3048,5.32051343283582,34.9791253731343,0.0238388059701492,0.0238388059701492,229.623776119403,0.000000000001,2163.10938156164,2302.26766886744,12.7124114342296,7.71377446548673,0.929816235620179,17.662537259693,0.817819409862571
OC473_m16_n3,OC473,2011,8,25,N,16,3,16.03,31,50.0379,-41.8703,237.039259,56.53,365,1510.8,400.5,600.4,5.77656806282722,34.8941230366492,600,400,3048,7.53870945273632,35.0414905472637,0.0266497512437811,0.0266497512437811,187.161512437811,0.000000000001,2168.85158023149,2301.3283130212,12.9480569693144,7.69587837765013,0.970952022942437,18.3099549236569,0.804035025599569
OC473_m16_n4,OC473,2011,8,25,N,16,4,16.04,31,50.0476,-41.8425,237.057014,122.1,239,1122.9,199.9,400.4,9.40316428571428,35.1459035714286,400,200,3048,11.3043218905473,35.4650039800995,0.0200169154228856,0.0200169154228856,218.992154228856,0.000000000001,2143.99972606818,2318.38757766883,8.64994090410152,7.79152488344655,0.667767789840519,13.699597679845,0.921121207221773
OC473_m16_n5,OC473,2011,8,25,N,16,5,16.05,31,50.0532,-41.8216,237.070023,140.83,121,629.3,101.5,199.6,11.8347070063694,35.3988152866242,200,100,3048,12.6306227722772,35.6257722772277,0.0218693069306931,0.0218693069306931,217.552108910891,0.000138678594970297,2128.30622529894,2336.0304448154,5.4237694247329,7.85539735197289,0.341893670140895,9.90911823243471,0.545861616814875
OC473_m16_n6,OC473,2011,8,25,N,16,6,16.06,31,50.0564,-41.8101,237.077315,151.33,55,318.5,51.4,100.3,11.6943012048193,35.2082409638554,100,50,3048,13.7541901960784,35.7755901960784,0.187072549019608,0.187072549019608,214.158862745098,0.0644225490196079,2127.86976674744,2346.34746636847,4.63220343791606,7.88052136970335,0.296424126660115,8.57377363871715,0.169953349501482
OC473_m16_n7,OC473,2011,8,25,N,16,7,16.07,31,50.058,-41.8042,237.081169,156.88,29,188.5,25.8,50.9,12.4062452830189,35.1601132075472,50,25,3048,14.7950653846154,35.8384307692308,1.21291538461538,1.21291538461538,227.807307692308,0.523730769230769,2121.45538078616,2349.45837862751,4.02670663378719,7.89404159151934,0.268471138479826,7.08542688644701,0.136708658043654
OC473_m16_n8,OC473,2011,8,25,N,16,8,16.08,31,50.059,-41.8007,237.083634,200.43,39,269.6,0.2,25.7,16.4166923076923,34.4503974358974,25,0,3048,17.2564545454545,35.0338772727273,0.371959090909091,0.371959090909091,238.205727272727,2.41863636363636,2054.60812387429,2297.51905074663,2.31355455963192,7.93730628990755,0.119747797319478,2.07251496879641,0.482291279978442
OC473_m16_n9,OC473,2011,8,25,N,16,9,16.09,31,50.0603,-41.7953,237.087257,205.65,5,39.1,0.1,1.2,15.9156,32.4632,0,0,3048,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,1991.88882235613,2213.1235522473,1.59816974248506,7.93395899847124,0.0788507875191981,0,0.871821762328213
OC473_m17_n0,OC473,2011,8,25,D,17,0,17,31,50.0912,-41.7312,237.331551,757.433,239,1777.9,5.1,1013.2,8.55248144104803,35.0772183406114,1000,0,3151,8.06077231695085,35.1212287863591,0.0871200601805418,0.0871200601805418,224.993075225677,3.01887472497362,2126.17032002973,2317.56423335651,7.21005982225549,7.82344420770186,0.499553615631757,10.8997117822482,0.614167295068715
OC473_m17_n1,OC473,2011,8,25,D,17,1,17.01,31,50.081,-41.7227,237.374109,858.717,88,605.3,798.3,1000.4,4.53790960451977,34.9201694915254,1000,800,3151,4.58876815920398,34.9584179104478,0.0215970149253731,0.0215970149253731,251.243711442786,0.000000000001,2158.02113304496,2300.88580274143,11.9667218343829,7.72191987695183,0.81858172509684,16.8628261582629,1.08393911075182
OC473_m17_n2,OC473,2011,8,25,D,17,2,17.02,31,50.0769,-41.7228,237.382338,910.567,171,1056.4,600.5,797.1,5.19860416666667,34.9317743055556,800,600,3151,5.12865074626866,34.9702263681592,0.0235094527363184,0.0235094527363184,235.833422885572,0.000000000001,2163.10938156164,2302.26766886744,12.7124114342296,7.71377446548673,0.929816235620179,17.662537259693,0.817819409862571
OC473_m17_n3,OC473,2011,8,25,D,17,3,17.03,31,50.0712,-41.7238,237.395718,929.834,241,1207.7,401,599.5,6.85722402597402,34.9413149350649,600,400,3151,6.4975592039801,34.9494656716418,0.0259114427860696,0.0259114427860696,201.670412935323,0.000000000001,2168.85158023149,2301.3283130212,12.9480569693144,7.69587837765013,0.970952022942437,18.3099549236569,0.804035025599569
OC473_m17_n4,OC473,2011,8,25,D,17,4,17.04,31,50.0661,-41.7243,237.410023,950.433,334,1596.1,200.7,400.7,10.8199336734694,35.3615051020408,400,200,3151,10.8028577114428,35.3920124378109,0.0184562189054726,0.0184562189054726,210.022756218906,0.00192199402072138,2143.99972606818,2318.38757766883,8.64994090410152,7.79152488344655,0.667767789840519,13.699597679845,0.921121207221773
OC473_m17_n5,OC473,2011,8,25,D,17,5,17.05,31,50.0617,-41.7242,237.428241,1016.667,183,915.1,101.1,199.7,12.5091221719457,35.5542850678733,200,100,3151,12.4320633663366,35.5815603960396,0.0244148514851485,0.0244148514851485,216.98396039604,0.325148316831683,2128.30622529894,2336.0304448154,5.4237694247329,7.85539735197289,0.341893670140895,9.90911823243471,0.545861616814875
OC473_m17_n6,OC473,2011,8,25,D,17,6,17.06,31,50.0601,-41.7253,237.438507,1031.45,97,514.6,50.5,100.5,13.593935483871,35.6928548387097,100,50,3151,14.1377882352941,35.8375941176471,0.313007843137255,0.313007843137255,215.872568627451,4.15941176470588,2127.86976674744,2346.34746636847,4.63220343791606,7.88052136970335,0.296424126660115,8.57377363871715,0.169953349501482
OC473_m17_n7,OC473,2011,8,25,D,17,7,17.07,31,50.0604,-41.7278,237.444271,1039.75,71,389.5,26.2,51,14.8035212765957,35.6365957446808,50,25,3151,13.8636961538462,35.1173230769231,1.69220769230769,1.69220769230769,254.634538461538,22.7223076923077,2121.45538078616,2349.45837862751,4.02670663378719,7.89404159151934,0.268471138479826,7.08542688644701,0.136708658043654
OC473_m17_n8,OC473,2011,8,25,D,17,8,17.08,31,50.0634,-41.7307,237.448634,1046.033,88,522.8,0.6,26.3,16.0491846153846,34.2369923076923,25,0,3151,15.5043045454545,33.3411318181818,0.382618181818182,0.382618181818182,260.406,101.786363636364,2054.60812387429,2297.51905074663,2.31355455963192,7.93730628990755,0.119747797319478,2.07251496879641,0.482291279978442
OC473_m17_n9,OC473,2011,8,25,D,17,9,17.09,31,50.0704,-41.7311,237.454676,1054.733,7,47.3,0.7,1.9,16.6297777777778,32.7456666666667,0,0,3151,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,1991.88882235613,2213.1235522473,1.59816974248506,7.93395899847124,0.0788507875191981,0,0.871821762328213
OC473_m18_n0,OC473,2011,8,26,N,18,0,18,32,49.1102,-44.2784,238.02,28.8,232,1760.6,3.8,1012,4.84211970074813,34.7098366583541,1000,0,2947,8.52690742971888,35.1864329317269,0.087798293172691,0.0900327983951858,220.981710843373,3.78394524203083,2137.03768349599,2286.55172965813,9.04092017243631,7.73637466792627,0.705794733036579,13.3740768852449,0.648879618027486
OC473_m18_n1,OC473,2011,8,26,N,18,1,18.01,32,49.0872,-44.294,238.057269,122.47,140,923.7,798.4,998.4,3.83237313432836,34.8687425373135,1000,800,2947,4.61035277328218,34.9484310096106,0.0209661606625507,0.0320497512437811,253.415346820116,0.0188255982200539,2154.81219379329,2301.35411849131,9.96411069861357,7.7172678166522,0.76018023957007,14.7764617956323,0.973015359741309
OC473_m18_n2,OC473,2011,8,26,N,18,2,18.02,32,49.083,-44.3011,238.069711,140.38,116,677.6,599.8,796.7,4.04346739130435,34.8819891304348,800,600,2947,5.42313283582089,34.9613059701493,0.0234467661691542,0.0234467661691542,227.737517412935,0.000000000001,2146.9754236164,2301.7288247114,9.82455234418092,7.72021489236679,0.770845174786334,15.1260940609323,1.28438027485853
OC473_m18_n3,OC473,2011,8,26,N,18,3,18.03,32,49.0802,-44.3083,238.078264,152.7,164,895.9,400.7,599.2,4.16676271186441,34.8771144067797,600,400,2947,7.86373432835821,35.0284875621891,0.0244761194029851,0.0244761194029851,190.309034825871,0.000000000001,2150.49501594243,2300.57420215628,10.2127193301413,7.72335630022775,0.782591499564305,15.2427953655742,1.06966821880895
OC473_m18_n4,OC473,2011,8,26,N,18,4,18.04,32,49.0788,-44.3185,238.089225,208.48,229,1193.9,202.5,399.4,4.52462745098039,34.8763006535948,400,200,2947,11.2863323383085,35.4483562189055,0.0169318407960199,0.0169318407960199,214.533273631841,0.00133612468743282,2153.69312802582,2297.61613567494,10.24407911334,7.71514384365911,0.807711174400882,15.4263406456799,0.944554660468876
OC473_m18_n5,OC473,2011,8,26,N,18,5,18.05,32,49.0781,-44.3329,238.103449,228.967,126,667.2,102.7,202.4,4.94129585798817,34.8223905325443,200,100,2947,12.403398019802,35.5582267326733,0.0302792079207921,0.0302792079207921,212.220841584158,0.254519801980198,2164.82786390574,2297.6897476881,10.7106700447992,7.70524013716736,0.887703023091873,16.6958598499313,0.608718409054163
OC473_m18_n6,OC473,2011,8,26,N,18,6,18.06,32,49.0787,-44.3407,238.111296,240.266,75,415.3,50,101.9,3.68560377358491,34.4633490566038,100,50,2947,13.6536137254902,35.7197666666667,0.261172549019608,0.261172549019608,215.276843137255,3.11329411764706,2144.32221800305,2276.20324535259,9.33721544358786,7.70956106403248,0.711471302572606,13.7828193456749,0.0901660900026947
OC473_m18_n7,OC473,2011,8,26,N,18,7,18.07,32,49.0795,-44.3453,238.116227,247.367,58,345.5,25.3,49.1,7.042,33.8677419354839,50,25,2947,14.8583230769231,35.7345076923077,1.78811538461538,1.78811538461538,238.033423076923,27.7011538461538,2078.95951179217,2255.68737430677,4.75349570395563,7.81549069438214,0.300394424026217,5.74401975490014,0.126978504446241
OC473_m18_n8,OC473,2011,8,26,N,18,8,18.08,32,49.0816,-44.3471,238.120544,253.583,36,249.3,-0.7,25,12.5347638888889,33.3270416666667,25,0,2947,17.1302409090909,34.9384363636364,0.478463636363636,0.478463636363636,235.557409090909,133.586363636364,2021.81484777404,2232.19519148292,1.83892490216486,7.89758567207077,0.0636191533748058,0,0.224280040420372
OC473_m18_n9,OC473,2011,8,26,N,18,9,18.09,32,49.0806,-44.345,238.123889,258.4,1,9.6,-0.1,0.9,12.6528571428571,33.1071428571429,0,0,2947,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2019.29363709881,2222.45217540291,1.68999138996644,7.89305141772172,0.0687418199730589,0,0.194603071948262
NH1208_m1_n0,NH1208,2012,8,11,N,1,0,1,Test_1,45.4318,-127.8646,224.712326,1705.749,714,4895.2,1.2,52.3,10.9730667311412,32.4957669245648,50,0,1016,12.6758,32.6843435897436,1.62174358974359,1.62174358974359,279.665846153846,369.95641025641,,,,,,,
NH1208_m1_n1,NH1208,2012,8,11,N,1,1,1.01,Test_1,45.4308,-127.8616,224.76081,1815.566,50,365,23.9,48.8,10.282725,32.5172125,50,25,1016,11.1314,32.7008346153846,1.79107692307692,1.79107692307692,290.663153846154,193.396153846154,,,,,,,
NH1208_m1_n2,NH1208,2012,8,11,N,1,2,1.02,Test_1,45.4327,-127.8625,224.764525,1820.916,62,417.3,-0.4,24.1,16.2931034482759,31.9745632183908,25,0,1016,15.7539071428571,32.6512428571429,1.29689285714286,1.29689285714286,257.703214285714,704.071428571429,,,,,,,
NH1208_m1_n3,NH1208,2012,8,11,N,1,3,1.03,Test_1,45.4347,-127.8636,224.768576,1826.749,2,13.4,-0.7,0.1,16.73775,22.6444166666667,0,0,1016,15.8335,32.6524,1.3909,1.3909,257.965,893,,,,,,,
NH1208_m2_n1,NH1208,2012,8,16,N,2,1,2.01,1,49.8658,-149.4268,229.035116,50.57,134,1003.9,0.5,712.3,4.29820310077519,33.6090682170543,700,0,102,4.17796800573888,33.7905461979914,0.324446915351506,0.324446915351506,96.6292984218077,1.7287087517934,2206.56923076923,2261.35384615385,46.1224615384615,7.4952,,,
NH1208_m2_n0,NH1208,2012,8,16,N,2,0,2,1,49.8635,-149.4317,229.03985,57.38,0,0,0.1,0.3,13.0466666666667,0.461,0,0,102,12.123,32.5225,2.1565,2.1565,279.935,12.3,2020.2,2202.6,8.256,7.8372,,,
NH1208_m3_n1,NH1208,2012,8,16,D,3,1,3.01,2,49.4958,-149.154,229.384271,913.35,390,2381.2,-4.8,1012.4,4.20846914893617,33.7926457446808,1000,0,203,3.93825075225677,33.9142264794383,0.237021364092277,0.237021364092277,85.4092066198595,150.05146439318,2224.396875,2287.1375,75.4005,7.485,,,
NH1208_m3_n2,NH1208,2012,8,16,D,3,2,3.02,2,49.4952,-149.1563,229.387477,917.967,4,28.4,-5.5,999.2,5.4421768707483,26.2900544217687,1000,0,203,2.98071641791045,34.3551567164179,0.157099004975124,0.157099004975124,23.217671641791,1.9636815920398,2224.396875,2287.1375,75.4005,7.485,,,
NH1208_m3_n0,NH1208,2012,8,16,D,3,0,3,2,49.492,-149.1628,229.393356,926.433,105,550,-5.3,800.7,3.56579735682819,33.3662863436123,800,0,203,3.35073084577114,34.2725353233831,0.165887562189055,0.165887562189055,25.9626965174129,1.88522388059702,2214.49,2281.06666666667,70.9328,7.49657333333333,,,
NH1208_m3_n3,NH1208,2012,8,16,D,3,3,3.03,2,49.4617,-149.2194,229.457917,1059.4,390,2127,396.3,592.8,3.67119180633147,34.0992383612663,600,400,203,3.66975074626866,34.1289482587065,0.167676616915423,0.167676616915423,32.3625671641791,1.8752736318408,2340.16666666667,2340.56666666667,111.112,7.2846,,,
NH1208_m3_n4,NH1208,2012,8,16,D,3,4,3.04,2,49.449,-149.2375,229.482859,1135.317,203,1090.6,194.9,396.6,3.73005109489051,33.8930583941606,400,200,203,3.77245970149253,33.8751144278607,0.159602487562189,0.159602487562189,76.9181542288557,1.83233830845771,2297.2,2303.675,91.332,7.310825,,,
NH1208_m3_n5,NH1208,2012,8,16,D,3,5,3.05,2,49.4429,-149.2469,229.49559,1153.65,160,918.7,96.7,194.5,3.94788793103448,33.4860862068965,200,100,203,4.29485049504951,33.1959900990099,0.180013861386139,0.180013861386139,239.511841584158,7.05970297029702,2168.5,2252.45,51.342,7.566275,,,
NH1208_m3_n6,NH1208,2012,8,16,D,3,6,3.06,2,49.4375,-149.2549,229.506377,1209.183,63,325.9,46.4,96.2,5.01485,32.706975,100,50,203,5.64372941176471,32.7225254901961,0.858419607843138,0.858419607843138,312.244921568627,116.788235294118,2077.6,2214.76666666667,27.176,7.73453333333333,,,
NH1208_m3_n7,NH1208,2012,8,16,D,3,7,3.07,2,49.4356,-149.2577,229.510093,1214.534,35,167.4,23.9,46,6.887,32.614380952381,50,25,203,8.09391923076923,32.6134692307692,1.25719615384615,1.25719615384615,313.775576923077,1103,2053.3,2213,24.768,7.7756,,,
NH1208_m3_n8,NH1208,2012,8,16,D,3,8,3.08,2,49.4345,-149.2591,229.512037,1217.333,98,523.3,-6.5,23.1,10.483969924812,32.4877593984962,25,0,203,11.8841181818182,32.46445,0.660490909090909,0.660490909090909,280.317727272727,5261.81818181818,2034.95,2207.8,19.092,7.8088,,,
NH1208_m3_n9,NH1208,2012,8,16,D,3,9,3.09,2,49.4313,-149.263,229.518218,1226.234,11,64.2,-6.6,-4.8,12.4863333333333,32.4144444444444,0,0,203,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2025.3,2204.5,14.448,7.825,,,
NH1208_m4_n0,NH1208,2012,8,31,D,4,0,4,3,48.9956,-148.2275,244.460868,1103.65,178,1223.4,0.9,419.9,5.72299220779221,33.262987012987,420,0,305,4.80160959232614,33.4238172661871,0.358429976019185,0.358429976019185,170.143261390888,132.182230215827,2153.865,2244.5,46.956,7.595005,,,
NH1208_m5_n0,NH1208,2012,8,31,D,5,0,5,3,48.9468,-148.3307,244.651273,1537.833,167,1040.7,1,1007.8,4.65024305555556,33.7651400462964,1000,0,306,3.98924894684052,33.8915873620863,0.245968104312939,0.245968104312939,92.806960882648,22.2942527582748,2222.73,2222.73,2222.73,2222.73,,,
NH1208_m5_n1,NH1208,2012,8,31,D,5,1,5.01,3,48.9308,-148.3662,244.691609,1635.917,127,724.3,801.8,999.2,3.06124598930481,34.3222780748663,1000,800,306,3.06070696517413,34.3439422885572,0.158110447761194,0.158110447761194,25.1711144278607,1.84383084577114,2369.6,2369.6,2369.6,2369.6,,,
NH1208_m5_n2,NH1208,2012,8,31,D,5,2,5.02,3,48.9284,-148.3756,244.700301,1648.433,194,1108.8,599.5,801.8,3.38465168539326,34.2474644194757,800,600,306,3.4504855721393,34.2510024875622,0.157196019900497,0.157196019900497,28.8468308457711,1.8055223880597,2362.23333333333,2362.23333333333,2362.23333333333,2362.23333333333,,,
NH1208_m5_n3,NH1208,2012,8,31,D,5,3,5.03,3,48.9319,-148.3884,244.712708,1706.3,214,1155,400.5,597.8,3.74059107806691,34.0794349442379,600,400,306,3.75796268656716,34.0962592039801,0.155639303482587,0.155639303482587,42.5002587064677,1.74616915422886,2339.56666666667,2339.56666666667,2339.56666666667,2339.56666666667,,,
NH1208_m5_n4,NH1208,2012,8,31,D,5,4,5.04,3,48.9357,-148.4019,244.725208,1724.3,250,1382.7,201.1,399.4,3.82602201257861,33.8531729559748,400,200,306,3.85865174129353,33.8523129353234,0.150555721393035,0.150555721393035,94.6078109452736,1.58935323383085,2280.3625,2280.3625,2280.3625,2280.3625,,,
NH1208_m5_n5,NH1208,2012,8,31,D,5,5,5.05,3,48.9401,-148.4167,244.739977,1745.567,88,530,98.5,199.3,4.164640625,33.2600234375,200,100,306,4.23221287128713,33.1456653465347,0.178350495049505,0.178350495049505,252.407722772277,2.11990099009901,2136.3375,2136.3375,2136.3375,2136.3375,,,
NH1208_m5_n6,NH1208,2012,8,31,D,5,6,5.06,3,48.9416,-148.4212,244.745926,1754.133,50,304.3,52.3,97.7,5.33006944444444,32.7149166666667,100,50,306,5.23247647058824,32.7149254901961,0.661639215686275,0.661639215686275,310.10462745098,17.7603921568628,2069.4,2069.4,2069.4,2069.4,,,
NH1208_m5_n7,NH1208,2012,8,31,D,5,7,5.07,3,48.9424,-148.4242,244.749271,1758.95,39,227.8,26.6,51.9,7.85507547169812,32.5802075471698,50,25,306,7.62678846153846,32.6439346153846,1.55282307692308,1.55282307692308,309.776307692308,147.919230769231,2040.7,2040.7,2040.7,2040.7,,,
NH1208_m5_n8,NH1208,2012,8,31,D,5,8,5.08,3,48.9433,-148.4263,244.751736,1802.5,43,267.9,-1.5,26.4,12.6811384615385,32.4160153846154,25,0,306,12.7511818181818,32.4517363636364,1.45695454545455,1.45695454545455,269.658045454545,738.454545454546,2021.15,2021.15,2021.15,2021.15,,,
NH1208_m5_n9,NH1208,2012,8,31,D,5,9,5.09,3,48.944,-148.4285,244.754757,1806.85,3,18.6,-1.2,-0.5,13.2288333333333,32.397,0,0,306,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2020,2020,2020,2020,,,
NH1208_m6_n0,NH1208,2012,9,1,N,6,0,6,3,48.9128,-148.6815,245.03044,43.83,607,3837.7,0.4,1007.5,4.44625737265415,33.7293306523681,1000,0,307,4.0073667001003,33.8883210631896,0.316934403209629,0.316934403209629,92.4082447342027,1.7362186559679,2222.73,2282.59333333333,74.3728,7.49842333333333,,,
NH1208_m6_n1,NH1208,2012,9,1,N,6,1,6.01,3,48.9242,-148.7473,245.082512,158.82,50,272.7,952.4,995.6,2.9392,34.3483857142857,1000,950,307,2.92362941176471,34.3727705882353,0.143762745098039,0.143762745098039,24.1030196078431,1.88686274509804,2372.4,2384.9,149.64,7.3123,,,
NH1208_m6_n2,NH1208,2012,9,1,N,6,2,6.02,3,48.925,-148.7511,245.085764,203.5,154,733.9,801.8,952,3.08667525773196,34.3161597938144,950,800,307,3.09562516556291,34.3360086092715,0.155440397350993,0.155440397350993,24.2271125827814,1.82198675496689,2369.6,2376.65,142.416,7.31175,,,
NH1208_m6_n3,NH1208,2012,9,1,N,6,3,6.03,3,48.9273,-148.7617,245.09478,216.48,238,1105,602.4,801.1,3.47408602150538,34.2207634408602,800,600,307,3.4565512437811,34.2479199004975,0.151502985074627,0.151502985074627,27.780144278607,1.74572139303483,2362.23333333333,2358.1,128.312,7.307,,,
NH1208_m6_n4,NH1208,2012,9,1,N,6,4,6.04,3,48.9308,-148.779,245.107743,235.15,269,1264.7,373.3,601.9,3.76349685534591,34.0792358490566,600,375,307,3.78400840707965,34.0887915929203,0.164780973451327,0.164780973451327,44.2746548672566,1.75384955752212,2339.56666666667,2332.33333333333,109.736,7.30253333333333,,,
NH1208_m6_n5,NH1208,2012,9,1,N,6,5,6.05,3,48.9341,-148.7973,245.122523,256.433,4,13.7,369.9,372.8,3.7905,33.93525,375,375,307,3.8088,33.9571,0.1566,0.1566,59.444,1.82,2321.4,2317.5,97.008,7.3117,,,
NH1208_m6_n6,NH1208,2012,9,1,N,6,6,6.06,3,48.9341,-148.7976,245.122708,256.7,247,1214.3,177,368.2,3.79033546325879,33.8011309904154,375,175,307,3.8780368159204,33.8034547263682,0.15115223880597,0.15115223880597,107.367860696517,1.65482587064677,2280.3625,2295.725,79.464,7.3662875,,,
NH1208_m6_n7,NH1208,2012,9,1,N,6,7,6.07,3,48.9371,-148.8142,245.137245,317.633,41,214.2,155.4,176.4,4.00164150943396,33.465358490566,175,155,307,4.06434761904762,33.4145571428572,0.125471428571429,0.125471428571429,222.542904761905,1.50285714285714,2191.775,2258.95,51.084,7.522825,,,
NH1208_m6_n8,NH1208,2012,9,1,N,6,8,6.08,3,48.9377,-148.8173,245.139711,321.184,104,590,89.7,157.9,4.18394594594594,32.8853243243244,155,90,307,4.52906363636364,32.7855924242424,0.226068181818182,0.226068181818182,301.849909090909,1.37409090909091,2105.26666666667,2223,31.648,7.68033333333333,,,
NH1208_m6_n9,NH1208,2012,9,1,N,6,9,6.09,3,48.9389,-148.8241,245.146586,331.084,90,560.3,48.2,89.8,5.26769655172413,32.6671034482759,90,50,307,5.58194634146342,32.6846609756098,0.903656097560975,0.903656097560975,311.795024390244,1.28365853658537,2069.4,2209.8,24.768,7.74565,,,
NH1208_m6_n10,NH1208,2012,9,1,N,6,10,6.1,3,48.94,-148.8308,245.153322,340.784,48,301.9,24.3,49.3,7.34433333333333,32.5893333333333,50,25,307,7.84935,32.6318,3.85880769230769,3.85880769230769,316.682730769231,1.28,2040.7,2200.25,20.124,7.8007,,,
